:START_ID,:END_ID,:TYPE
OSD-679_OCT_MT09_OD_End_of_Hindlimb_Unloading_Nasal_Total_Retinal_Thickness,UBERON:0016823,MEASURES_ANATOMY
OSD-679_OCT_MT04_OD_End_of_Hindlimb_Unloading_Nasal_Total_Retinal_Thickness,UBERON:0016823,MEASURES_ANATOMY
OSD-679_OCT_MT17_OD_End_of_Hindlimb_Unloading_Nasal_Total_Retinal_Thickness,UBERON:0016823,MEASURES_ANATOMY
OSD-679_OCT_MT21_OD_End_of_Hindlimb_Unloading_Nasal_Total_Retinal_Thickness,UBERON:0016823,MEASURES_ANATOMY
OSD-679_OCT_MT23_OD_End_of_Hindlimb_Unloading_Nasal_Total_Retinal_Thickness,UBERON:0016823,MEASURES_ANATOMY
OSD-679_OCT_MT02_OD_End_of_Hindlimb_Unloading_Nasal_Total_Retinal_Thickness,UBERON:0016823,MEASURES_ANATOMY
OSD-679_OCT_MT54_OD_End_of_Hindlimb_Unloading_Nasal_Total_Retinal_Thickness,UBERON:0016823,MEASURES_ANATOMY
OSD-679_OCT_MT04_OS_End_of_Hindlimb_Unloading_Nasal_Total_Retinal_Thickness,UBERON:0016823,MEASURES_ANATOMY
OSD-679_OCT_MT05_OS_End_of_Hindlimb_Unloading_Nasal_Total_Retinal_Thickness,UBERON:0016823,MEASURES_ANATOMY
OSD-679_OCT_MT17_OS_End_of_Hindlimb_Unloading_Nasal_Total_Retinal_Thickness,UBERON:0016823,MEASURES_ANATOMY
OSD-679_OCT_MT21_OS_End_of_Hindlimb_Unloading_Nasal_Total_Retinal_Thickness,UBERON:0016823,MEASURES_ANATOMY
OSD-679_OCT_MT23_OS_End_of_Hindlimb_Unloading_Nasal_Total_Retinal_Thickness,UBERON:0016823,MEASURES_ANATOMY
OSD-679_OCT_MT02_OS_End_of_Hindlimb_Unloading_Nasal_Total_Retinal_Thickness,UBERON:0016823,MEASURES_ANATOMY
OSD-679_OCT_MT13_OD_End_of_Hindlimb_Unloading_Nasal_Total_Retinal_Thickness,UBERON:0016823,MEASURES_ANATOMY
OSD-679_OCT_MT14_OD_End_of_Hindlimb_Unloading_Nasal_Total_Retinal_Thickness,UBERON:0016823,MEASURES_ANATOMY
OSD-679_OCT_MT15_OD_End_of_Hindlimb_Unloading_Nasal_Total_Retinal_Thickness,UBERON:0016823,MEASURES_ANATOMY
OSD-679_OCT_MT16_OD_End_of_Hindlimb_Unloading_Nasal_Total_Retinal_Thickness,UBERON:0016823,MEASURES_ANATOMY
OSD-679_OCT_MT28_OD_End_of_Hindlimb_Unloading_Nasal_Total_Retinal_Thickness,UBERON:0016823,MEASURES_ANATOMY
OSD-679_OCT_MT32_OD_End_of_Hindlimb_Unloading_Nasal_Total_Retinal_Thickness,UBERON:0016823,MEASURES_ANATOMY
OSD-679_OCT_MT39_OD_End_of_Hindlimb_Unloading_Nasal_Total_Retinal_Thickness,UBERON:0016823,MEASURES_ANATOMY
OSD-679_OCT_MT37_OD_End_of_Hindlimb_Unloading_Nasal_Total_Retinal_Thickness,UBERON:0016823,MEASURES_ANATOMY
OSD-679_OCT_MT13_OS_End_of_Hindlimb_Unloading_Nasal_Total_Retinal_Thickness,UBERON:0016823,MEASURES_ANATOMY
OSD-679_OCT_MT15_OS_End_of_Hindlimb_Unloading_Nasal_Total_Retinal_Thickness,UBERON:0016823,MEASURES_ANATOMY
OSD-679_OCT_MT16_OS_End_of_Hindlimb_Unloading_Nasal_Total_Retinal_Thickness,UBERON:0016823,MEASURES_ANATOMY
OSD-679_OCT_MT28_OS_End_of_Hindlimb_Unloading_Nasal_Total_Retinal_Thickness,UBERON:0016823,MEASURES_ANATOMY
OSD-679_OCT_MT32_OS_End_of_Hindlimb_Unloading_Nasal_Total_Retinal_Thickness,UBERON:0016823,MEASURES_ANATOMY
OSD-679_OCT_MT39_OS_End_of_Hindlimb_Unloading_Nasal_Total_Retinal_Thickness,UBERON:0016823,MEASURES_ANATOMY
OSD-679_OCT_MT37_OS_End_of_Hindlimb_Unloading_Nasal_Total_Retinal_Thickness,UBERON:0016823,MEASURES_ANATOMY
OSD-679_OCT_MT267_OD_End_of_Hindlimb_Unloading_Nasal_Total_Retinal_Thickness,UBERON:0016823,MEASURES_ANATOMY
OSD-679_OCT_MT269_OD_End_of_Hindlimb_Unloading_Nasal_Total_Retinal_Thickness,UBERON:0016823,MEASURES_ANATOMY
OSD-679_OCT_MT270_OD_End_of_Hindlimb_Unloading_Nasal_Total_Retinal_Thickness,UBERON:0016823,MEASURES_ANATOMY
OSD-679_OCT_MT267_OS_End_of_Hindlimb_Unloading_Nasal_Total_Retinal_Thickness,UBERON:0016823,MEASURES_ANATOMY
OSD-679_OCT_MT269_OS_End_of_Hindlimb_Unloading_Nasal_Total_Retinal_Thickness,UBERON:0016823,MEASURES_ANATOMY
OSD-679_OCT_MT270_OS_End_of_Hindlimb_Unloading_Nasal_Total_Retinal_Thickness,UBERON:0016823,MEASURES_ANATOMY
OSD-679_OCT_MT278_OD_End_of_Hindlimb_Unloading_Nasal_Total_Retinal_Thickness,UBERON:0016823,MEASURES_ANATOMY
OSD-679_OCT_MT279_OD_End_of_Hindlimb_Unloading_Nasal_Total_Retinal_Thickness,UBERON:0016823,MEASURES_ANATOMY
OSD-679_OCT_MT280_OD_End_of_Hindlimb_Unloading_Nasal_Total_Retinal_Thickness,UBERON:0016823,MEASURES_ANATOMY
OSD-679_OCT_MT278_OS_End_of_Hindlimb_Unloading_Nasal_Total_Retinal_Thickness,UBERON:0016823,MEASURES_ANATOMY
OSD-679_OCT_MT279_OS_End_of_Hindlimb_Unloading_Nasal_Total_Retinal_Thickness,UBERON:0016823,MEASURES_ANATOMY
OSD-679_OCT_MT280_OS_End_of_Hindlimb_Unloading_Nasal_Total_Retinal_Thickness,UBERON:0016823,MEASURES_ANATOMY
OSD-679_OCT_MT259_OD_End_of_Hindlimb_Unloading_Nasal_Total_Retinal_Thickness,UBERON:0016823,MEASURES_ANATOMY
OSD-679_OCT_MT261_OD_End_of_Hindlimb_Unloading_Nasal_Total_Retinal_Thickness,UBERON:0016823,MEASURES_ANATOMY
OSD-679_OCT_MT263_OD_End_of_Hindlimb_Unloading_Nasal_Total_Retinal_Thickness,UBERON:0016823,MEASURES_ANATOMY
OSD-679_OCT_MT264_OD_End_of_Hindlimb_Unloading_Nasal_Total_Retinal_Thickness,UBERON:0016823,MEASURES_ANATOMY
OSD-679_OCT_MT265_OD_End_of_Hindlimb_Unloading_Nasal_Total_Retinal_Thickness,UBERON:0016823,MEASURES_ANATOMY
OSD-679_OCT_MT266_OD_End_of_Hindlimb_Unloading_Nasal_Total_Retinal_Thickness,UBERON:0016823,MEASURES_ANATOMY
OSD-679_OCT_MT259_OS_End_of_Hindlimb_Unloading_Nasal_Total_Retinal_Thickness,UBERON:0016823,MEASURES_ANATOMY
OSD-679_OCT_MT261_OS_End_of_Hindlimb_Unloading_Nasal_Total_Retinal_Thickness,UBERON:0016823,MEASURES_ANATOMY
OSD-679_OCT_MT263_OS_End_of_Hindlimb_Unloading_Nasal_Total_Retinal_Thickness,UBERON:0016823,MEASURES_ANATOMY
OSD-679_OCT_MT264_OS_End_of_Hindlimb_Unloading_Nasal_Total_Retinal_Thickness,UBERON:0016823,MEASURES_ANATOMY
OSD-679_OCT_MT265_OS_End_of_Hindlimb_Unloading_Nasal_Total_Retinal_Thickness,UBERON:0016823,MEASURES_ANATOMY
OSD-679_OCT_MT266_OS_End_of_Hindlimb_Unloading_Nasal_Total_Retinal_Thickness,UBERON:0016823,MEASURES_ANATOMY
OSD-679_OCT_MT272_OD_End_of_Hindlimb_Unloading_Nasal_Total_Retinal_Thickness,UBERON:0016823,MEASURES_ANATOMY
OSD-679_OCT_MT273_OD_End_of_Hindlimb_Unloading_Nasal_Total_Retinal_Thickness,UBERON:0016823,MEASURES_ANATOMY
OSD-679_OCT_MT274_OD_End_of_Hindlimb_Unloading_Nasal_Total_Retinal_Thickness,UBERON:0016823,MEASURES_ANATOMY
OSD-679_OCT_MT275_OD_End_of_Hindlimb_Unloading_Nasal_Total_Retinal_Thickness,UBERON:0016823,MEASURES_ANATOMY
OSD-679_OCT_MT276_OD_End_of_Hindlimb_Unloading_Nasal_Total_Retinal_Thickness,UBERON:0016823,MEASURES_ANATOMY
OSD-679_OCT_MT277_OD_End_of_Hindlimb_Unloading_Nasal_Total_Retinal_Thickness,UBERON:0016823,MEASURES_ANATOMY
OSD-679_OCT_MT271_OS_End_of_Hindlimb_Unloading_Nasal_Total_Retinal_Thickness,UBERON:0016823,MEASURES_ANATOMY
OSD-679_OCT_MT273_OS_End_of_Hindlimb_Unloading_Nasal_Total_Retinal_Thickness,UBERON:0016823,MEASURES_ANATOMY
OSD-679_OCT_MT274_OS_End_of_Hindlimb_Unloading_Nasal_Total_Retinal_Thickness,UBERON:0016823,MEASURES_ANATOMY
OSD-679_OCT_MT275_OS_End_of_Hindlimb_Unloading_Nasal_Total_Retinal_Thickness,UBERON:0016823,MEASURES_ANATOMY
OSD-679_OCT_MT276_OS_End_of_Hindlimb_Unloading_Nasal_Total_Retinal_Thickness,UBERON:0016823,MEASURES_ANATOMY
OSD-679_OCT_MT277_OS_End_of_Hindlimb_Unloading_Nasal_Total_Retinal_Thickness,UBERON:0016823,MEASURES_ANATOMY
OSD-679_OCT_MT07_OD_End_of_Hindlimb_Unloading_Nasal_Total_Retinal_Thickness,UBERON:0016823,MEASURES_ANATOMY
OSD-679_OCT_MT25_OD_End_of_Hindlimb_Unloading_Nasal_Total_Retinal_Thickness,UBERON:0016823,MEASURES_ANATOMY
OSD-679_OCT_MT35_OD_End_of_Hindlimb_Unloading_Nasal_Total_Retinal_Thickness,UBERON:0016823,MEASURES_ANATOMY
OSD-679_OCT_MT07_OS_End_of_Hindlimb_Unloading_Nasal_Total_Retinal_Thickness,UBERON:0016823,MEASURES_ANATOMY
OSD-679_OCT_MT25_OS_End_of_Hindlimb_Unloading_Nasal_Total_Retinal_Thickness,UBERON:0016823,MEASURES_ANATOMY
OSD-679_OCT_MT35_OS_End_of_Hindlimb_Unloading_Nasal_Total_Retinal_Thickness,UBERON:0016823,MEASURES_ANATOMY
OSD-679_OCT_MT149_OD_End_of_Hindlimb_Unloading_Nasal_Total_Retinal_Thickness,UBERON:0016823,MEASURES_ANATOMY
OSD-679_OCT_MT151_OD_End_of_Hindlimb_Unloading_Nasal_Total_Retinal_Thickness,UBERON:0016823,MEASURES_ANATOMY
OSD-679_OCT_MT153_OD_End_of_Hindlimb_Unloading_Nasal_Total_Retinal_Thickness,UBERON:0016823,MEASURES_ANATOMY
OSD-679_OCT_MT155_OD_End_of_Hindlimb_Unloading_Nasal_Total_Retinal_Thickness,UBERON:0016823,MEASURES_ANATOMY
OSD-679_OCT_MT158_OD_End_of_Hindlimb_Unloading_Nasal_Total_Retinal_Thickness,UBERON:0016823,MEASURES_ANATOMY
OSD-679_OCT_MT297_OD_End_of_Hindlimb_Unloading_Nasal_Total_Retinal_Thickness,UBERON:0016823,MEASURES_ANATOMY
OSD-679_OCT_MT299_OD_End_of_Hindlimb_Unloading_Nasal_Total_Retinal_Thickness,UBERON:0016823,MEASURES_ANATOMY
OSD-679_OCT_MT301_OD_End_of_Hindlimb_Unloading_Nasal_Total_Retinal_Thickness,UBERON:0016823,MEASURES_ANATOMY
OSD-679_OCT_MT149_OS_End_of_Hindlimb_Unloading_Nasal_Total_Retinal_Thickness,UBERON:0016823,MEASURES_ANATOMY
OSD-679_OCT_MT153_OS_End_of_Hindlimb_Unloading_Nasal_Total_Retinal_Thickness,UBERON:0016823,MEASURES_ANATOMY
OSD-679_OCT_MT155_OS_End_of_Hindlimb_Unloading_Nasal_Total_Retinal_Thickness,UBERON:0016823,MEASURES_ANATOMY
OSD-679_OCT_MT297_OS_End_of_Hindlimb_Unloading_Nasal_Total_Retinal_Thickness,UBERON:0016823,MEASURES_ANATOMY
OSD-679_OCT_MT299_OS_End_of_Hindlimb_Unloading_Nasal_Total_Retinal_Thickness,UBERON:0016823,MEASURES_ANATOMY
OSD-679_OCT_MT301_OS_End_of_Hindlimb_Unloading_Nasal_Total_Retinal_Thickness,UBERON:0016823,MEASURES_ANATOMY
OSD-679_OCT_MT150_OD_End_of_Hindlimb_Unloading_Nasal_Total_Retinal_Thickness,UBERON:0016823,MEASURES_ANATOMY
OSD-679_OCT_MT152_OD_End_of_Hindlimb_Unloading_Nasal_Total_Retinal_Thickness,UBERON:0016823,MEASURES_ANATOMY
OSD-679_OCT_MT154_OD_End_of_Hindlimb_Unloading_Nasal_Total_Retinal_Thickness,UBERON:0016823,MEASURES_ANATOMY
OSD-679_OCT_MT157_OD_End_of_Hindlimb_Unloading_Nasal_Total_Retinal_Thickness,UBERON:0016823,MEASURES_ANATOMY
OSD-679_OCT_MT161_OD_End_of_Hindlimb_Unloading_Nasal_Total_Retinal_Thickness,UBERON:0016823,MEASURES_ANATOMY
OSD-679_OCT_MT293_OD_End_of_Hindlimb_Unloading_Nasal_Total_Retinal_Thickness,UBERON:0016823,MEASURES_ANATOMY
OSD-679_OCT_MT296_OD_End_of_Hindlimb_Unloading_Nasal_Total_Retinal_Thickness,UBERON:0016823,MEASURES_ANATOMY
OSD-679_OCT_MT302_OD_End_of_Hindlimb_Unloading_Nasal_Total_Retinal_Thickness,UBERON:0016823,MEASURES_ANATOMY
OSD-679_OCT_MT303_OD_End_of_Hindlimb_Unloading_Nasal_Total_Retinal_Thickness,UBERON:0016823,MEASURES_ANATOMY
OSD-679_OCT_MT150_OS_End_of_Hindlimb_Unloading_Nasal_Total_Retinal_Thickness,UBERON:0016823,MEASURES_ANATOMY
OSD-679_OCT_MT152_OS_End_of_Hindlimb_Unloading_Nasal_Total_Retinal_Thickness,UBERON:0016823,MEASURES_ANATOMY
OSD-679_OCT_MT157_OS_End_of_Hindlimb_Unloading_Nasal_Total_Retinal_Thickness,UBERON:0016823,MEASURES_ANATOMY
OSD-679_OCT_MT161_OS_End_of_Hindlimb_Unloading_Nasal_Total_Retinal_Thickness,UBERON:0016823,MEASURES_ANATOMY
OSD-679_OCT_MT293_OS_End_of_Hindlimb_Unloading_Nasal_Total_Retinal_Thickness,UBERON:0016823,MEASURES_ANATOMY
OSD-679_OCT_MT296_OS_End_of_Hindlimb_Unloading_Nasal_Total_Retinal_Thickness,UBERON:0016823,MEASURES_ANATOMY
OSD-679_OCT_MT302_OS_End_of_Hindlimb_Unloading_Nasal_Total_Retinal_Thickness,UBERON:0016823,MEASURES_ANATOMY
OSD-679_OCT_MT303_OS_End_of_Hindlimb_Unloading_Nasal_Total_Retinal_Thickness,UBERON:0016823,MEASURES_ANATOMY
OSD-679_OCT_FT31_OD_End_of_Hindlimb_Unloading_Nasal_Total_Retinal_Thickness,UBERON:0016823,MEASURES_ANATOMY
OSD-679_OCT_FT28_OD_End_of_Hindlimb_Unloading_Nasal_Total_Retinal_Thickness,UBERON:0016823,MEASURES_ANATOMY
OSD-679_OCT_FT07_OD_End_of_Hindlimb_Unloading_Nasal_Total_Retinal_Thickness,UBERON:0016823,MEASURES_ANATOMY
OSD-679_OCT_FT06_OD_End_of_Hindlimb_Unloading_Nasal_Total_Retinal_Thickness,UBERON:0016823,MEASURES_ANATOMY
OSD-679_OCT_FT29_OD_End_of_Hindlimb_Unloading_Nasal_Total_Retinal_Thickness,UBERON:0016823,MEASURES_ANATOMY
OSD-679_OCT_FT32_OD_End_of_Hindlimb_Unloading_Nasal_Total_Retinal_Thickness,UBERON:0016823,MEASURES_ANATOMY
OSD-679_OCT_FT38_OD_End_of_Hindlimb_Unloading_Nasal_Total_Retinal_Thickness,UBERON:0016823,MEASURES_ANATOMY
OSD-679_OCT_FT31_OS_End_of_Hindlimb_Unloading_Nasal_Total_Retinal_Thickness,UBERON:0016823,MEASURES_ANATOMY
OSD-679_OCT_FT28_OS_End_of_Hindlimb_Unloading_Nasal_Total_Retinal_Thickness,UBERON:0016823,MEASURES_ANATOMY
OSD-679_OCT_FT09_OS_End_of_Hindlimb_Unloading_Nasal_Total_Retinal_Thickness,UBERON:0016823,MEASURES_ANATOMY
OSD-679_OCT_FT07_OS_End_of_Hindlimb_Unloading_Nasal_Total_Retinal_Thickness,UBERON:0016823,MEASURES_ANATOMY
OSD-679_OCT_FT06_OS_End_of_Hindlimb_Unloading_Nasal_Total_Retinal_Thickness,UBERON:0016823,MEASURES_ANATOMY
OSD-679_OCT_FT29_OS_End_of_Hindlimb_Unloading_Nasal_Total_Retinal_Thickness,UBERON:0016823,MEASURES_ANATOMY
OSD-679_OCT_FT32_OS_End_of_Hindlimb_Unloading_Nasal_Total_Retinal_Thickness,UBERON:0016823,MEASURES_ANATOMY
OSD-679_OCT_FT38_OS_End_of_Hindlimb_Unloading_Nasal_Total_Retinal_Thickness,UBERON:0016823,MEASURES_ANATOMY
OSD-679_OCT_FT08_OD_End_of_Hindlimb_Unloading_Nasal_Total_Retinal_Thickness,UBERON:0016823,MEASURES_ANATOMY
OSD-679_OCT_FT12_OD_End_of_Hindlimb_Unloading_Nasal_Total_Retinal_Thickness,UBERON:0016823,MEASURES_ANATOMY
OSD-679_OCT_FT09_OD_End_of_Hindlimb_Unloading_Nasal_Total_Retinal_Thickness,UBERON:0016823,MEASURES_ANATOMY
OSD-679_OCT_FT22_OD_End_of_Hindlimb_Unloading_Nasal_Total_Retinal_Thickness,UBERON:0016823,MEASURES_ANATOMY
OSD-679_OCT_FT23_OD_End_of_Hindlimb_Unloading_Nasal_Total_Retinal_Thickness,UBERON:0016823,MEASURES_ANATOMY
OSD-679_OCT_FT25_OD_End_of_Hindlimb_Unloading_Nasal_Total_Retinal_Thickness,UBERON:0016823,MEASURES_ANATOMY
OSD-679_OCT_FT30_OD_End_of_Hindlimb_Unloading_Nasal_Total_Retinal_Thickness,UBERON:0016823,MEASURES_ANATOMY
OSD-679_OCT_FT35_OD_End_of_Hindlimb_Unloading_Nasal_Total_Retinal_Thickness,UBERON:0016823,MEASURES_ANATOMY
OSD-679_OCT_FT10_OD_End_of_Hindlimb_Unloading_Nasal_Total_Retinal_Thickness,UBERON:0016823,MEASURES_ANATOMY
OSD-679_OCT_FT14_OD_End_of_Hindlimb_Unloading_Nasal_Total_Retinal_Thickness,UBERON:0016823,MEASURES_ANATOMY
OSD-679_OCT_FT24_OD_End_of_Hindlimb_Unloading_Nasal_Total_Retinal_Thickness,UBERON:0016823,MEASURES_ANATOMY
OSD-679_OCT_FT26_OD_End_of_Hindlimb_Unloading_Nasal_Total_Retinal_Thickness,UBERON:0016823,MEASURES_ANATOMY
OSD-679_OCT_FT27_OD_End_of_Hindlimb_Unloading_Nasal_Total_Retinal_Thickness,UBERON:0016823,MEASURES_ANATOMY
OSD-679_OCT_FT33_OD_End_of_Hindlimb_Unloading_Nasal_Total_Retinal_Thickness,UBERON:0016823,MEASURES_ANATOMY
OSD-679_OCT_FT34_OD_End_of_Hindlimb_Unloading_Nasal_Total_Retinal_Thickness,UBERON:0016823,MEASURES_ANATOMY
OSD-679_OCT_FT37_OD_End_of_Hindlimb_Unloading_Nasal_Total_Retinal_Thickness,UBERON:0016823,MEASURES_ANATOMY
OSD-679_OCT_FT08_OS_End_of_Hindlimb_Unloading_Nasal_Total_Retinal_Thickness,UBERON:0016823,MEASURES_ANATOMY
OSD-679_OCT_FT12_OS_End_of_Hindlimb_Unloading_Nasal_Total_Retinal_Thickness,UBERON:0016823,MEASURES_ANATOMY
OSD-679_OCT_FT22_OS_End_of_Hindlimb_Unloading_Nasal_Total_Retinal_Thickness,UBERON:0016823,MEASURES_ANATOMY
OSD-679_OCT_FT23_OS_End_of_Hindlimb_Unloading_Nasal_Total_Retinal_Thickness,UBERON:0016823,MEASURES_ANATOMY
OSD-679_OCT_FT25_OS_End_of_Hindlimb_Unloading_Nasal_Total_Retinal_Thickness,UBERON:0016823,MEASURES_ANATOMY
OSD-679_OCT_FT30_OS_End_of_Hindlimb_Unloading_Nasal_Total_Retinal_Thickness,UBERON:0016823,MEASURES_ANATOMY
OSD-679_OCT_FT35_OS_End_of_Hindlimb_Unloading_Nasal_Total_Retinal_Thickness,UBERON:0016823,MEASURES_ANATOMY
OSD-679_OCT_FT10_OS_End_of_Hindlimb_Unloading_Nasal_Total_Retinal_Thickness,UBERON:0016823,MEASURES_ANATOMY
OSD-679_OCT_FT14_OS_End_of_Hindlimb_Unloading_Nasal_Total_Retinal_Thickness,UBERON:0016823,MEASURES_ANATOMY
OSD-679_OCT_FT24_OS_End_of_Hindlimb_Unloading_Nasal_Total_Retinal_Thickness,UBERON:0016823,MEASURES_ANATOMY
OSD-679_OCT_FT26_OS_End_of_Hindlimb_Unloading_Nasal_Total_Retinal_Thickness,UBERON:0016823,MEASURES_ANATOMY
OSD-679_OCT_FT27_OS_End_of_Hindlimb_Unloading_Nasal_Total_Retinal_Thickness,UBERON:0016823,MEASURES_ANATOMY
OSD-679_OCT_FT33_OS_End_of_Hindlimb_Unloading_Nasal_Total_Retinal_Thickness,UBERON:0016823,MEASURES_ANATOMY
OSD-679_OCT_FT34_OS_End_of_Hindlimb_Unloading_Nasal_Total_Retinal_Thickness,UBERON:0016823,MEASURES_ANATOMY
OSD-679_OCT_FT37_OS_End_of_Hindlimb_Unloading_Nasal_Total_Retinal_Thickness,UBERON:0016823,MEASURES_ANATOMY
OSD-679_OCT_FT01_OD_End_of_Hindlimb_Unloading_Nasal_Total_Retinal_Thickness,UBERON:0016823,MEASURES_ANATOMY
OSD-679_OCT_FT03_OD_End_of_Hindlimb_Unloading_Nasal_Total_Retinal_Thickness,UBERON:0016823,MEASURES_ANATOMY
OSD-679_OCT_FT15_OD_End_of_Hindlimb_Unloading_Nasal_Total_Retinal_Thickness,UBERON:0016823,MEASURES_ANATOMY
OSD-679_OCT_FT17_OD_End_of_Hindlimb_Unloading_Nasal_Total_Retinal_Thickness,UBERON:0016823,MEASURES_ANATOMY
OSD-679_OCT_FT02_OD_End_of_Hindlimb_Unloading_Nasal_Total_Retinal_Thickness,UBERON:0016823,MEASURES_ANATOMY
OSD-679_OCT_FT04_OD_End_of_Hindlimb_Unloading_Nasal_Total_Retinal_Thickness,UBERON:0016823,MEASURES_ANATOMY
